logkpl,Compound,SMILES,Texpi,ALogp2,nAcid,nAromBond,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,SC-4,FMF,nHBAcc,nHBDon,HybRatio,JPLogP,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssBH,khs.sssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.dssC,khs.aasC,khs.aaaC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomLC,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,topoShape,nRotB,LipinskiFailures,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,XLogP,Zagreb
-1.82,octylparaben,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,310,20.89861225000001,0,6,-0.2023526941790155,0.0776419413249504,-0.0071447909608467,-0.007989732912759,20.32340710662284,11.694352242525914,16.010061382912887,-0.3990748137016809,0.4153913979239469,4.667857577405586,8.631914130824237,0,0,1,5,1,2,6,0.0,0.15,3,1,0.5333333333333333,4.43375966150827,9.868480725623582,7.258979206049149,0,0,0,0,1,0,7,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,0.0,2.0856872888384808,0.2847033872200804,0.0,13.840082113021744,1.3103706971044482,0.0,0.0,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.0,9,1,1,1,1,0,0,0,1,0,0,0,46.53,5.169925001442312,1.965754809411768,8.057039230762806,8.057039230762806,0.0,804.0,5.177999999999999,78.0
-1.98,octylparaben,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,310,20.89861225000001,0,6,-0.2023526941790155,0.0776419413249504,-0.0071447909608467,-0.007989732912759,20.32340710662284,11.694352242525914,16.010061382912887,-0.3990748137016809,0.4153913979239469,4.667857577405586,8.631914130824237,0,0,1,5,1,2,6,0.0,0.15,3,1,0.5333333333333333,4.43375966150827,9.868480725623582,7.258979206049149,0,0,0,0,1,0,7,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,0.0,2.0856872888384808,0.2847033872200804,0.0,13.840082113021744,1.3103706971044482,0.0,0.0,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.0,9,1,1,1,1,0,0,0,1,0,0,0,46.53,5.169925001442312,1.965754809411768,8.057039230762806,8.057039230762806,0.0,804.0,5.177999999999999,78.0
-1.42,Heptanol,CCCCCCCO,303,5.472324489999995,0,0,-0.0336307446060157,-0.0074455330605622,-0.0006031747162457,-2.043281952465537e-05,8.774469035540946,11.81443473337327,15.99794612837257,-0.4231427735580022,0.1586066545532131,3.925923996111637,7.16663253439252,0,0,0,0,0,2,5,0.0,0.0,1,1,1.0,2.468457647468948,7.0,7.2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0.0,2.0041451295984074,0.0,0.0,7.473424936522629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,5,0,0,0,0,0,0,0,0,0,0,0,20.23,3.807354922057604,1.853888493865254,2.407741475461015,2.407741475461015,0.0,84.0,2.558,26.0
-1.49,Heptanol,CCCCCCCO,303,5.472324489999995,0,0,-0.0336307446060157,-0.0074455330605622,-0.0006031747162457,-2.043281952465537e-05,8.774469035540946,11.81443473337327,15.99794612837257,-0.4231427735580022,0.1586066545532131,3.925923996111637,7.16663253439252,0,0,0,0,0,2,5,0.0,0.0,1,1,1.0,2.468457647468948,7.0,7.2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0.0,2.0041451295984074,0.0,0.0,7.473424936522629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,5,0,0,0,0,0,0,0,0,0,0,0,20.23,3.807354922057604,1.853888493865254,2.407741475461015,2.407741475461015,0.0,84.0,2.558,26.0
-1.49,n-heptanol,CCCCCCCO,303,5.472324489999995,0,0,-0.0336307446060157,-0.0074455330605622,-0.0006031747162457,-2.043281952465537e-05,8.774469035540946,11.81443473337327,15.99794612837257,-0.4231427735580022,0.1586066545532131,3.925923996111637,7.16663253439252,0,0,0,0,0,2,5,0.0,0.0,1,1,1.0,2.468457647468948,7.0,7.2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0.0,2.0041451295984074,0.0,0.0,7.473424936522629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,5,0,0,0,0,0,0,0,0,0,0,0,20.23,3.807354922057604,1.853888493865254,2.407741475461015,2.407741475461015,0.0,84.0,2.558,26.0
-1.89,Hexanol,CCCCCCO,298,3.546065609999999,0,0,-0.0336307446060157,-0.0074455330605607,-0.0006031747162028,-2.0432818999658863e-05,7.774469035540946,11.818291989784106,15.997945849623916,-0.4231415346963305,0.1575968556398851,3.906185212047909,6.911877930848398,0,0,0,0,0,2,4,0.0,0.0,1,1,1.0,2.0192119281971186,6.0,6.0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0.0,1.919259748186888,0.0,0.0,5.6762400186093895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,4,0,0,0,0,0,0,0,0,0,0,0,20.23,3.584962500721156,1.833398396728268,2.401269388548936,2.401269388548936,0.0,56.0,1.989,22.0
-1.89,n-hexanol,CCCCCCO,298,3.546065609999999,0,0,-0.0336307446060157,-0.0074455330605607,-0.0006031747162028,-2.0432818999658863e-05,7.774469035540946,11.818291989784106,15.997945849623916,-0.4231415346963305,0.1575968556398851,3.906185212047909,6.911877930848398,0,0,0,0,0,2,4,0.0,0.0,1,1,1.0,2.0192119281971186,6.0,6.0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0.0,1.919259748186888,0.0,0.0,5.6762400186093895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,4,0,0,0,0,0,0,0,0,0,0,0,20.23,3.584962500721156,1.833398396728268,2.401269388548936,2.401269388548936,0.0,56.0,1.989,22.0
-1.49,Hexanol,CCCCCCO,298,3.546065609999999,0,0,-0.0336307446060157,-0.0074455330605607,-0.0006031747162028,-2.0432818999658863e-05,7.774469035540946,11.818291989784106,15.997945849623916,-0.4231415346963305,0.1575968556398851,3.906185212047909,6.911877930848398,0,0,0,0,0,2,4,0.0,0.0,1,1,1.0,2.0192119281971186,6.0,6.0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0.0,1.919259748186888,0.0,0.0,5.6762400186093895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,4,0,0,0,0,0,0,0,0,0,0,0,20.23,3.584962500721156,1.833398396728268,2.401269388548936,2.401269388548936,0.0,56.0,1.989,22.0
-2.22,Pentanol,CCCCCO,298,2.03604361,0,0,-0.0336307446052229,-0.0074455330379734,-0.0006031744438152,-2.0431635702449223e-05,6.774469035540946,11.82417947687778,15.997945571023708,-0.4231415958253282,0.1560920848846216,3.8667006051509936,6.56556790709053,0,0,0,0,0,2,3,0.0,0.0,1,1,1.0,1.5699662089252897,5.0,5.333333333333333,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0.0,1.807204007219689,0.0,0.0,3.965406456500188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,20.23,3.321928094887362,1.8065250715749253,2.388325214724776,2.388325214724776,0.0,35.0,1.42,18.0
-2.22,n-pentanol,CCCCCO,298,2.03604361,0,0,-0.0336307446052229,-0.0074455330379734,-0.0006031744438152,-2.0431635702449223e-05,6.774469035540946,11.82417947687778,15.997945571023708,-0.4231415958253282,0.1560920848846216,3.8667006051509936,6.56556790709053,0,0,0,0,0,2,3,0.0,0.0,1,1,1.0,1.5699662089252897,5.0,5.333333333333333,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0.0,1.807204007219689,0.0,0.0,3.965406456500188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,20.23,3.321928094887362,1.8065250715749253,2.388325214724776,2.388325214724776,0.0,35.0,1.42,18.0
-2.3,1-(diphenylmethyl)-4-butylpiperazine,CCCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,310,23.05728324,0,12,-0.1265486387455728,-0.0519429171647295,0.1234655039500457,-0.0468688378210226,23.71996060255296,11.687794882636751,14.019847177290591,-0.38984803234135,0.2878709252768482,5.21821611907872,12.133449462039792,2,0,0,10,2,6,3,0.0,0.3725490196078431,2,0,0.4285714285714285,4.357370382357117,9.474609375,4.988662131519274,0,0,0,0,1,0,7,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0.0,2.5328306740622994,0.3466806371753174,0.0,30.6804981019194,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.55,1.0,6,0,2,3,2,0,0,0,3,0,0,0,6.48,5.643856189774724,2.054866047391626,6.962937538962772,0.0,6.962937538962772,1230.0,4.341,114.0
-2.52,Butanol,CCCCO,303,0.9422584900000004,0,0,-0.03363074062737,-0.0074454865045421,-0.000602977955496,-2.0980879328809103e-05,5.774469035540946,11.833719893758053,15.99794529263557,-0.4231420059319439,0.1534735624258829,3.7877013532897537,6.060689764695838,0,0,0,0,0,2,2,0.0,0.0,1,1,1.0,1.1207204896534595,4.0,4.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0,1.6509636244473134,0.0,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,2,0,0,0,0,0,0,0,0,0,0,0,20.23,3.0,1.769974746830583,2.362436867076458,2.362436867076458,0.0,20.0,0.851,14.0
-2.6,Butanol,CCCCO,303,0.9422584900000004,0,0,-0.03363074062737,-0.0074454865045421,-0.000602977955496,-2.0980879328809103e-05,5.774469035540946,11.833719893758053,15.99794529263557,-0.4231420059319439,0.1534735624258829,3.7877013532897537,6.060689764695838,0,0,0,0,0,2,2,0.0,0.0,1,1,1.0,1.1207204896534595,4.0,4.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0,1.6509636244473134,0.0,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,2,0,0,0,0,0,0,0,0,0,0,0,20.23,3.0,1.769974746830583,2.362436867076458,2.362436867076458,0.0,20.0,0.851,14.0
-2.66,Butanol,CCCCO,303,0.9422584900000004,0,0,-0.03363074062737,-0.0074454865045421,-0.000602977955496,-2.0980879328809103e-05,5.774469035540946,11.833719893758053,15.99794529263557,-0.4231420059319439,0.1534735624258829,3.7877013532897537,6.060689764695838,0,0,0,0,0,2,2,0.0,0.0,1,1,1.0,1.1207204896534595,4.0,4.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0,1.6509636244473134,0.0,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,2,0,0,0,0,0,0,0,0,0,0,0,20.23,3.0,1.769974746830583,2.362436867076458,2.362436867076458,0.0,20.0,0.851,14.0
-2.6,n-butanol,CCCCO,303,0.9422584900000004,0,0,-0.03363074062737,-0.0074454865045421,-0.000602977955496,-2.0980879328809103e-05,5.774469035540946,11.833719893758053,15.99794529263557,-0.4231420059319439,0.1534735624258829,3.7877013532897537,6.060689764695838,0,0,0,0,0,2,2,0.0,0.0,1,1,1.0,1.1207204896534595,4.0,4.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0,1.6509636244473134,0.0,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,2,0,0,0,0,0,0,0,0,0,0,0,20.23,3.0,1.769974746830583,2.362436867076458,2.362436867076458,0.0,20.0,0.851,14.0
-2.1,Butanol,CCCCO,303,0.9422584900000004,0,0,-0.03363074062737,-0.0074454865045421,-0.000602977955496,-2.0980879328809103e-05,5.774469035540946,11.833719893758053,15.99794529263557,-0.4231420059319439,0.1534735624258829,3.7877013532897537,6.060689764695838,0,0,0,0,0,2,2,0.0,0.0,1,1,1.0,1.1207204896534595,4.0,4.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0,1.6509636244473134,0.0,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,2,0,0,0,0,0,0,0,0,0,0,0,20.23,3.0,1.769974746830583,2.362436867076458,2.362436867076458,0.0,20.0,0.851,14.0
-0.98,Butylparaben,CCCCOC(=O)C1=CC=C(C=C1)O,310,7.544360889999998,0,6,-0.2023526903901561,0.0776419835237341,-0.0071446330849438,-0.0079903377801156,16.323407106622838,11.69435232957986,16.01005879554514,-0.3990698968756995,0.4153176141348075,4.630819723314611,8.59543336229295,0,0,1,5,1,2,2,0.0,0.2142857142857142,3,1,0.3636363636363636,2.6367767844209484,6.477508650519031,4.38781163434903,0,0,0,0,1,0,3,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,0.0,1.715739233222757,0.464158883361278,0.0,6.525200882609978,1.3103706971044482,0.0,0.0,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,1.0,5,0,1,1,1,0,0,0,1,0,0,0,46.53,4.807354922057604,1.9559793837711967,8.014176247562999,8.014176247562999,0.0,350.0,2.9020000000000006,62.0
-1.15,Butylparaben,CCCCOC(=O)C1=CC=C(C=C1)O,310,7.544360889999998,0,6,-0.2023526903901561,0.0776419835237341,-0.0071446330849438,-0.0079903377801156,16.323407106622838,11.69435232957986,16.01005879554514,-0.3990698968756995,0.4153176141348075,4.630819723314611,8.59543336229295,0,0,1,5,1,2,2,0.0,0.2142857142857142,3,1,0.3636363636363636,2.6367767844209484,6.477508650519031,4.38781163434903,0,0,0,0,1,0,3,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,0.0,1.715739233222757,0.464158883361278,0.0,6.525200882609978,1.3103706971044482,0.0,0.0,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,1.0,5,0,1,1,1,0,0,0,1,0,0,0,46.53,4.807354922057604,1.9559793837711967,8.014176247562999,8.014176247562999,0.0,350.0,2.9020000000000006,62.0
-2.27,butoxyethanol,CCCCOCCO,310,0.7052640399999992,0,0,-0.1163159018081046,-0.0998470203697644,0.1119260587281075,-0.0236031066002585,9.548938071081892,11.833775096248123,16.000448778519534,-0.4255035660732814,0.1919608856538402,3.728154352971981,6.554981401780848,0,0,0,0,0,4,2,0.0,0.0,2,1,1.0,1.0200367203184644,7.0,7.2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,1.7697645979915575,0.0,0.0,4.508797713853318,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.75,5,0,0,0,0,0,0,0,0,0,0,0,29.46,3.807354922057604,1.853888493865254,5.297906518405971,5.297906518405971,0.0,84.0,0.661,26.0
-2.08,butoxyethanol,CCCCOCCO,310,0.7052640399999992,0,0,-0.1163159018081046,-0.0998470203697644,0.1119260587281075,-0.0236031066002585,9.548938071081892,11.833775096248123,16.000448778519534,-0.4255035660732814,0.1919608856538402,3.728154352971981,6.554981401780848,0,0,0,0,0,4,2,0.0,0.0,2,1,1.0,1.0200367203184644,7.0,7.2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,1.7697645979915575,0.0,0.0,4.508797713853318,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.75,5,0,0,0,0,0,0,0,0,0,0,0,29.46,3.807354922057604,1.853888493865254,5.297906518405971,5.297906518405971,0.0,84.0,0.661,26.0
-2.36,butoxyethanol,CCCCOCCO,310,0.7052640399999992,0,0,-0.1163159018081046,-0.0998470203697644,0.1119260587281075,-0.0236031066002585,9.548938071081892,11.833775096248123,16.000448778519534,-0.4255035660732814,0.1919608856538402,3.728154352971981,6.554981401780848,0,0,0,0,0,4,2,0.0,0.0,2,1,1.0,1.0200367203184644,7.0,7.2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,1.7697645979915575,0.0,0.0,4.508797713853318,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.75,5,0,0,0,0,0,0,0,0,0,0,0,29.46,3.807354922057604,1.853888493865254,5.297906518405971,5.297906518405971,0.0,84.0,0.661,26.0
-2.3,butoxyethanol,CCCCOCCO,310,0.7052640399999992,0,0,-0.1163159018081046,-0.0998470203697644,0.1119260587281075,-0.0236031066002585,9.548938071081892,11.833775096248123,16.000448778519534,-0.4255035660732814,0.1919608856538402,3.728154352971981,6.554981401780848,0,0,0,0,0,4,2,0.0,0.0,2,1,1.0,1.0200367203184644,7.0,7.2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,1.7697645979915575,0.0,0.0,4.508797713853318,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.75,5,0,0,0,0,0,0,0,0,0,0,0,29.46,3.807354922057604,1.853888493865254,5.297906518405971,5.297906518405971,0.0,84.0,0.661,26.0
-2.28,butoxyethanol,CCCCOCCO,310,0.7052640399999992,0,0,-0.1163159018081046,-0.0998470203697644,0.1119260587281075,-0.0236031066002585,9.548938071081892,11.833775096248123,16.000448778519534,-0.4255035660732814,0.1919608856538402,3.728154352971981,6.554981401780848,0,0,0,0,0,4,2,0.0,0.0,2,1,1.0,1.0200367203184644,7.0,7.2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0.0,1.7697645979915575,0.0,0.0,4.508797713853318,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.75,5,0,0,0,0,0,0,0,0,0,0,0,29.46,3.807354922057604,1.853888493865254,5.297906518405971,5.297906518405971,0.0,84.0,0.661,26.0
-2.17,Diethylene glycol monobutyl ether,CCCCOCCOCCO,305,0.5025392100000008,0,0,-0.2074384847196735,-0.1907272985555311,0.2963129044061512,-0.1066200610265539,13.323407106622838,11.83377510528185,16.001743252592956,-0.4257267361822058,0.2019793998157961,3.720708163171776,6.627126125975474,0,0,0,0,0,6,2,0.0,0.0,3,1,1.0,0.9193529509834704,10.0,10.0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0.0,1.8096018842658248,0.0,0.0,6.889031538745116,0.0,0.0,0.0,0.0,0.4714045207910317,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,8,0,0,0,0,0,0,0,0,0,0,0,38.69,4.321928094887363,1.8935238389107427,8.28984022482216,8.28984022482216,0.0,220.0,0.4710000000000001,38.0
-2.24,Diethylene glycol monobutyl ether,CCCCOCCOCCO,305,0.5025392100000008,0,0,-0.2074384847196735,-0.1907272985555311,0.2963129044061512,-0.1066200610265539,13.323407106622838,11.83377510528185,16.001743252592956,-0.4257267361822058,0.2019793998157961,3.720708163171776,6.627126125975474,0,0,0,0,0,6,2,0.0,0.0,3,1,1.0,0.9193529509834704,10.0,10.0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0.0,1.8096018842658248,0.0,0.0,6.889031538745116,0.0,0.0,0.0,0.0,0.4714045207910317,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,8,0,0,0,0,0,0,0,0,0,0,0,38.69,4.321928094887363,1.8935238389107427,8.28984022482216,8.28984022482216,0.0,220.0,0.4710000000000001,38.0
