Source_Data_Row,Compound name,Smiles,Canonical_SMILES,logkp (cm/s),Predicted_logKp_LGBM,Prediction_Error_LGBM,Absolute_Error_LGBM,Within_Tolerance_LGBM,skin source type,skin source site,used layer,skin preparation,storage temperature (°C),storage duration (days),neat,donor/skin surface temperature (°C),donor pH,donor type,acceptor temperature (°C),acceptor pH,acceptor type,cell type,reference,DOI,DOI_URL,LogP,molecular weight,Condition_Signature
125,Isoquinoline,c1ccc2c(c1)cncc2,c1ccc2cnccc2c1,-5.33200000,-5.14616952,0.18583048,0.18583048,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,7.4,NaOH,37,7.4,NaOH,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,2.23480000,129.05784922,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=7.4; donor type=NaOH; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=NaOH; cell type=Franz cell"
126,Nicotine,CN1CCCC1c1cccnc1,CN1CCCC1c1cccnc1,-5.27000000,-5.76548954,-0.49548954,0.49548954,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,9.2,NaOH,37,9.2,NaOH,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,1.84830000,162.11569845,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=9.2; donor type=NaOH; acceptor temperature (°C)=37; acceptor pH=9.2; acceptor type=NaOH; cell type=Franz cell"
127,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-6.90000000,-6.59210686,0.30789314,0.30789314,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,5.0,NaOH,37,7.4,PBS,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,0.70040000,232.08479224,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=5.0; donor type=NaOH; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
128,Salicylic acid,OC(=O)c1ccccc1O,O=C(O)c1ccccc1O,-5.76000000,-5.84409906,-0.08409906,0.08409906,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,3.0,HCl,37,3.0,HCl,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,1.09040000,138.03169405,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=3.0; donor type=HCl; acceptor temperature (°C)=37; acceptor pH=3.0; acceptor type=HCl; cell type=Franz cell"
129,Flufenamic acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-6.19400000,-6.14900596,0.04499404,0.04499404,True,Abdominoplasty,abdomen,epidermis,heat separation,-26,180,0,32,7.4,Sorensen buffer,32,7.4,PBS,Franz cell,"Henning, 2008",10.1159/000112958,https://doi.org/10.1159/000112958,4.14720000,281.06636322,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-26; storage duration (days)=180; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.4; donor type=Sorensen buffer; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
130,5-Fluorouracil,Fc1c[nH]c(=O)[nH]c1=O,O=c1[nH]cc(F)c(=O)[nH]1,-7.29700000,-8.27467177,-0.97767177,0.97767177,False,Amputated limb,thigh,epidermis,heat separation,4,7,0,32,7.2,PBS,unknown,unknown,unknown,unknown,"Hirvonen, 1991",10.1023/a:1015824100788,https://doi.org/10.1023/a:1015824100788,-0.79770000,130.01785556,skin source type=Amputated limb; skin source site=thigh; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.2; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown
133,Aldosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,-7.79300000,-7.83882226,-0.04582226,0.04582226,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Johnson, 1995",10.1002/jps.2600840922,https://doi.org/10.1002/jps.2600840922,1.84570000,360.19367400,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell"
134,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.94400000,-6.13682104,-0.19282104,0.19282104,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Johnson, 1995",10.1002/jps.2600840922,https://doi.org/10.1002/jps.2600840922,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell"
135,Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-7.19500000,-7.35074328,-0.15574328,0.15574328,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Johnson, 1995",10.1002/jps.2600840922,https://doi.org/10.1002/jps.2600840922,1.78160000,362.20932406,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell"
136,Progesterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.07900000,-5.35719270,-0.27819270,0.27819270,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Johnson, 1995",10.1002/jps.2600840922,https://doi.org/10.1002/jps.2600840922,4.72350000,314.22458020,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell"
138,Dexamethasone,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-7.75000000,-7.78650657,-0.03650657,0.03650657,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,PBS,unknown,7.4,PBS,Glass diffusion cell,"Johnson, 1996",10.1021/js960079z,https://doi.org/10.1021/js960079z,1.89570000,392.19990225,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
139,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.93700000,-6.13682104,-0.19982104,0.19982104,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,PBS,unknown,7.4,PBS,Glass diffusion cell,"Johnson, 1996",10.1021/js960079z,https://doi.org/10.1021/js960079z,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
140,Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,CCN(CC)CC(=O)Nc1c(C)cccc1C,-5.95800000,-5.98338128,-0.02538128,0.02538128,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,PBS,unknown,7.4,PBS,Glass diffusion cell,"Johnson, 1996",10.1021/js960079z,https://doi.org/10.1021/js960079z,2.58374000,234.17321332,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
141,Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,-5.82700000,-5.81502394,0.01197606,0.01197606,True,Cadaver,"abdomen, chest, back",epidermis,heat separation,5,7,0,unknown,unknown,PBS,unknown,7.4,PBS,Glass diffusion cell,"Johnson, 1996",10.1021/js960079z,https://doi.org/10.1021/js960079z,3.87920000,288.20893014,"skin source type=Cadaver; skin source site=abdomen, chest, back; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=5; storage duration (days)=7; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
142,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.77000000,-6.13240414,-0.36240414,0.36240414,True,Abdominoplasty,abdomen,epidermis,heat separation,4,1,0,37,7.4,PBS,37,7.4,PBS,Glass diffusion cell,"Knutson, 1993",10.1016/0168-3659(93)90170-A,https://doi.org/10.1016/0168-3659(93)90170-A,3.60920000,272.17763001,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=1; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell
143,5-Aminolevulinic acid,NCC(=O)CCC(=O)O,NCC(=O)CCC(=O)O,-7.71100000,-7.28233296,0.42866704,0.42866704,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,60,0,35,7.4,HEPES,35,unknown,unknown,Glass diffusion cell,"Krishnan, 2011",10.1002/bip.21520,https://doi.org/10.1002/bip.21520,-0.62100000,131.05824315,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=60; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=HEPES; acceptor temperature (°C)=35; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
147,"N4-acetyl-4-amino-1-[(2R,3S,4R,5R)-3,4-dihydroxy-5 (hydroxymethyl)oxolan-2-yl] pyrimidin-2-one",OC[C@H]1O[C@H]([C@H]([C@H]1O)O)n1ccc(nc1=O)NC(=O)C,CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)n1,-6.88900000,-7.46170827,-0.57270827,0.57270827,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,32,7.4,PBS,32,7.4,PBS,Franz cell,"Legoabe, 2010",10.1211/jpp.62.06.0012,https://doi.org/10.1211/jpp.62.06.0012,-2.18680000,285.09608520,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=32; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
149,Dimethylethylamine,CCN(C)C,CCN(C)C,-6.07900000,-6.01960398,0.05939602,0.05939602,True,Surgery,unknown,"epidermis, dermis",unknown,4,1,0,unknown,unknown,unknown,unknown,unknown,Hanks balanced salt solution,Teflon cell,"Lundh, 1997",10.1007/s004200050223,https://doi.org/10.1007/s004200050223,0.56790000,73.08914935,"skin source type=Surgery; skin source site=unknown; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=1; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=Hanks balanced salt solution; cell type=Teflon cell"
153,Chlorpheniramine,CN(CCC(c1ccccn1)c1ccc(cc1)Cl)C,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-6.21600000,-5.68181778,0.53418222,0.53418222,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,10.3,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,3.81860000,274.12367629,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=10.3; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
156,Ephedrine,CN[C@H]([C@@H](c1ccccc1)O)C,CN[C@@H](C)[C@H](O)c1ccccc1,-5.77800000,-6.01318852,-0.23518852,0.23518852,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,10.8,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,1.32790000,165.11536410,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=10.8; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
157,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.82900000,-6.10557185,-0.27657185,0.27657185,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,7,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=7; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
158,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-5.55600000,-5.52029326,0.03570674,0.03570674,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,8,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,4.13670000,336.22016352,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=8; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
161,Scopolamine,OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2N([C@H](C1)[C@@H]1[C@H]2O1)C,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,-7.85200000,-7.38820505,0.46379495,0.46379495,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,9.6,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,0.91810000,303.14705815,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=9.6; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
162,Chlorpheniramine,CN(CCC(c1ccccn1)c1ccc(cc1)Cl)C,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-6.49100000,-5.68181778,0.80918222,0.80918222,False,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,10,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,3.81860000,274.12367629,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=10; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
163,Ephedrine,CN[C@H]([C@@H](c1ccccc1)O)C,CN[C@@H](C)[C@H](O)c1ccccc1,-5.77800000,-6.01318852,-0.23518852,0.23518852,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,10.85,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,1.32790000,165.11536410,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=10.85; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
164,Ephedrine,CN[C@H]([C@@H](c1ccccc1)O)C,CN[C@@H](C)[C@H](O)c1ccccc1,-5.77800000,-6.01318852,-0.23518852,0.23518852,True,Cadaver,thigh,"epidermis, dermis",unknown,4,14,0,30,10.45,unknown,30,6.5,Ringer solution,Glass diffusion cell,"Michaels A. S., 1975",10.1002/aic.690210522,https://doi.org/10.1002/aic.690210522,1.32790000,165.11536410,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=4; storage duration (days)=14; neat=0; donor/skin surface temperature (°C)=30; donor pH=10.45; donor type=unknown; acceptor temperature (°C)=30; acceptor pH=6.5; acceptor type=Ringer solution; cell type=Glass diffusion cell"
